HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
00180	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	cristatus	Northern crested newt			16		225							28	525	captivity	medium	acceptable						327,525,749
00181	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	marmoratus	Marbled newt	1460	1460										25	525	captivity	small	acceptable						525
00182	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Tylototriton	verrucosus	Mandarin salamander	1460	1460			43							11	525	wild	medium	acceptable						485,525,749
00183	Animalia	Chordata	Amphibia	Caudata	Sirenidae	Siren	intermedia	Lesser siren	730	730	60		350							25.7	451	captivity	medium	acceptable						451,468,749
00184	Animalia	Chordata	Amphibia	Caudata	Sirenidae	Siren	lacertina	Greater siren					500							25	485	captivity	small	acceptable						485,749
00185	Animalia	Chordata	Amphibia	Gymnophiona	Caeciliidae	Dermophis	mexicanus	Mexican burrowing caecilian												13.8	451	captivity	small	acceptable						451
00186	Animalia	Chordata	Amphibia	Gymnophiona	Caeciliidae	Typhlonectes	compressicauda	Cayenne caecilian												4.9	485	captivity	small	acceptable						485
00187	Animalia	Chordata	Amphibia	Gymnophiona	Caeciliidae	Typhlonectes	natans	Aquatic caecilian														unknown	medium	low						451
00188	Animalia	Chordata	Amphibia	Gymnophiona	Ichthyophiidae	Ichthyophis	kohtaoensis	Yellow-striped caecilian												7.3	451	captivity	small	acceptable						451
00190	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	cooperii	Cooper's hawk	730	730	24		4	1		28		526.64	0.212	20.3	427	wild	medium	acceptable						427,444,445,732
00191	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	gentilis	Northern goshawk	365	730	33		3	1				1044.2	0.225	22	450	wild	medium	acceptable						437,444,445,450,729,732,1143
00192	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	nisus	Eurasian sparrowhawk	365	365								237.5	0.258	20.2	450	wild	medium	acceptable			0.9516	135		450,510,729,732,820,1143,1150
00193	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	striatus	Sharp-shinned hawk	365	365	34		4	1				135		19.9	427	wild	medium	acceptable						427,437,444,445
00194	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aegypius	monachus	Cinereous vulture										9625		39	1	captivity	medium	acceptable						1,821
00195	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	adalberti	Spanish imperial eagle										3000		44.5	575	captivity	small	acceptable						575,972
00196	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	audax	Wedge-tailed eagle										3466		40	1	captivity	small	acceptable						1,820
00197	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	chrysaetos	Golden eagle	1460	1460	40		2	1		110.6		4800	0.126	48	437	captivity	medium	acceptable			4.9929	3000		61,425,437,440,445,732
00198	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	fasciata	Bonelli's eagle										2000	0.154	20	1	captivity	small	acceptable						1,732,820
00199	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	heliaca	Eastern imperical eagle										3262		56	1	captivity	medium	acceptable						1,821
00200	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	nipalensis	Steppe eagle										2745.5		41	1	captivity	small	acceptable						1,820
00201	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	pomarina	Lesser spotted eagle										1370		26.1	1	wild	medium	acceptable						1,820
00202	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	rapax	Tawny eagle										1996.1	0.093	40.3	575	captivity	medium	acceptable						575,732,821
00203	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Butastur	indicus	Grey-faced buzzard										415		8.5	1	wild	medium	acceptable						1,820
00204	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	buteo	Buzzard	730	730								1012	0.189	28.8	450	wild	medium	acceptable						450,729,732
00205	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	jamaicensis	Red-tailed hawk	730	730	31		3	1		57.6		1362	0.188	30.7	427	wild	large	acceptable						1,427,437,444,445,732
00206	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	lagopus	Rough-legged hawk	730	730	29		5	1		41.62		980.64		18.8	450	wild	small	acceptable						437,444,445,450
00207	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	lineatus	Red-shouldered hawk	365	365	33		3.5	1		35		607		22.4	427	wild	medium	acceptable			2.11	658		427,435,440,444,445,820
00208	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	platypterus	Broad-winged hawk	365	365	25		2.5	1		28		454	0.271	18.3	577	wild	small	acceptable						444,445,577,732
00209	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	regalis	Ferruginous hawk	730	730	32		3	1		51.6		1500	0.171	23.7	427	wild	medium	acceptable						427,437,445,448,732
00210	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	rufinus	Long-legged buzzard										1174.5				unknown	small	low						450,820
00211	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	solitarius	Hawaiian hawk			38		1			35		505		17	445	wild	medium	acceptable						445
00212	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteo	swainsoni	Swainson's hawk	730	730	31		3	1		39.4		980.64	0.158	24.9	427	wild	medium	acceptable						427,437,444,445,732,818
00213	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteogallus	anthracinus	Common black hawk	730	730	38		1.5	1				837		13.5	1	wild	medium	acceptable						1,444,445
00214	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circaetus	cinereus	Brown snake eagle										2048	0.037			unknown	tiny	low						1,732,820
00215	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circaetus	gallicus	Short-toed eagle	1095	1095								1699.5		17.3	1	wild	medium	acceptable						1,729,820
00216	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	aeruginosus	Swamp harrier	730	730								711.5		20.1	450	wild	medium	acceptable						450,729,820
00217	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	cyaneus	Northern harrier	365	365	31		4.4	1		23.8		392	0.25	17.1	450	wild	medium	acceptable						437,444,445,450,732
00218	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	macrourus	Pallid harrier										388.5		13.5	1	wild	medium	acceptable						1,820
00219	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	pygargus	Montagu's harrier	730	730								315.5		16.3	1	wild	medium	acceptable						1,729,820
00220	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus	caeruleus	Black-winged kite										260.5		6	1	wild	medium	acceptable						1,820
00221	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus	leucurus	White-tailed kite			30		4.1	1.5		17.4		280		6	427	wild	tiny	acceptable						427,444,445
00222	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Geranoaetus	melanoleucus	Black-chested buzzard-eagle										2447.5		42	575	captivity	medium	acceptable			5.1887	2860		425,575,820
00223	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gypaetus	barbatus	Bearded vulture										5070		40	1	captivity	medium	acceptable						1
00224	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gypohierax	angolensis	Palm-nut vulture										1600		27.1	575	captivity	medium	acceptable						575,820
00225	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	africanus	White-backed vulture										5433	0.045	19.7	575	captivity	medium	acceptable						575,732,820
00226	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	bengalensis	Bengal vulture										4385				unknown	tiny	low						575,820
00227	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	fulvus	Eurasian griffon	1460	1460								7436		41.4	1	captivity	large	acceptable						1,729,820
00228	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Haliaeetus	albicilla	White-tailed sea-eagle	1460	1460	41		2					6696.5	0.14	42	1	captivity	medium	acceptable						1,444,732,1146
00229	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Haliaeetus	leucocephalus	Bald eagle	1460	1460	35		2	1				3175	0.098	48		captivity	large	acceptable						61,437,438,440,444,445,732,1142
00230	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Harpia	harpyja	Harpy eagle										4800		16.8	575	captivity	medium	acceptable						575,820
00231	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Harpyopsis	novaeguineae	New Guinea eagle												30	1	captivity	tiny	acceptable						1
00232	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Hieraaetus	morphnoides	Little eagle										791		10.3	1	wild	medium	acceptable						1,820
00233	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Ictinia	mississippiensis	Mississippi kite	365	365	31		2	1		17		266	0.169	11.2	427	wild	tiny	acceptable						427,444,445,732
00234	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Kaupifalco	monogrammicus	Lizard buzzard										280.5		8.6	1	wild	medium	acceptable						1,820
00235	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Lophoictinia	isura	Square-tailed kite										585.5		17	1	wild	medium	acceptable						1,820
00236	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Milvus	migrans	Black kite	1095	1095								1000	0.179	24		unknown	medium	acceptable						61,729,732,1143,1287
00237	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Milvus	milvus	Red kite	1095	1095								1080		38	1	captivity	medium	acceptable						1,729,820
00238	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Neophron	percnopterus	Egyptian vulture										2082	0.102	37	1	captivity	medium	acceptable						1,732,820,1278
00239	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Parabuteo	unicinctus	Harris's hawk	365	365	34		3	2				994.26		25	1	captivity	large	acceptable						1,444,445
00240	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Pernis	apivorus	Western honey-buzzard	1095	1095								758		29	1	wild	medium	acceptable			2.36428	652		1,425,729,820
00241	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Pithecophaga	jefferyi	Philippine eagle	1825	2555	63		1					6500		41	515	captivity	small	acceptable						515
00242	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Rostrhamus	sociabilis	Snail kite	365	365	30		3	2		29.3		352.5		17	1	wild	tiny	acceptable						1,61,444,445,1143
00243	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Terathopius	ecaudatus	Bateleur										2200		55	1146	unknown	small	questionable						820,1146
00244	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Cathartes	aura	Turkey vulture	4015	4015	39		2	1		60		2200	0.126	20.8		unknown	medium	acceptable						444,445,732,977
00245	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Coragyps	atratus	Black vulture	2920	2920	35		2	1		70		2270	0.1	25.5	576	wild	medium	acceptable						444,445,576,732
00246	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Gymnogyps	californianus	California condor	2190	2190	57		1	2		185.3		11175		45	1	wild	medium	acceptable						1,61,437,444,445
00247	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Sarcoramphus	papa	King vulture			57							3405	0.078	40	1	captivity	small	acceptable						1,444,732
00248	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Vultur	gryphus	Andean condor	2555	2555	56		1					10500	0.078	79	855	captivity	medium	acceptable						2,438,732,855,1149
00249	Animalia	Chordata	Aves	Accipitriformes	Pandionidae	Pandion	haliaetus	Osprey	1095	1095	38		3	1		50.3		1362	0.172	32	427	wild	medium	acceptable	0.6					427,437,444,445,732
00250	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	galericulata	Mandarin duck			29		10.5					570		10.4	0553	wild	small	questionable						553,820
00251	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	sponsa	Wood duck	365	365	31		12	2		23.7		452.8		22.5	577	wild	large	acceptable			2.247	448		437,444,445,510,577,1143
00252	Animalia	Chordata	Aves	Anseriformes	Anatidae	Alopochen	aegyptiaca	Egyptian goose	730	730	29		7					1900		25.5	575	captivity	small	acceptable						427,448,575
00253	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	acuta	Northern pintail	240	240	22		7.5	1		26		721		27.4	450	wild	large	acceptable						437,444,445,450
00254	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	americana	American wigeon	365	365	23		9	1		24		793.8		21.3	576	wild	large	acceptable						444,445,576
00255	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	bahamensis	White-cheeked pintail										491.7				unknown	large	low						427,820,849
00256	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	clypeata	Northern shoveler	240	240	23		11	1		23		613		22.6	553	wild	medium	acceptable			3.9209	554		425,444,445,553,729,820
00257	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	crecca	Green-winged teal	180	180	22		10	1		15		343.8		27.1	450	wild	medium	acceptable			1.68388	250		425,437,444,445,450,820
00258	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	cyanoptera	Cinnamon teal	365	365	23		10	1.5		18.2		411		12.9	576	wild	medium	acceptable						444,445,576
00259	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	discors	Blue-winged teal	240	240	24		10	1		18.3		420		23.2	427	wild	large	acceptable						427,437,444,445
00260	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	fulvigula	Mottled duck	365	365	26		10	1		32.9		950		20	1	captivity	small	acceptable						1,445
00261	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	laysanensis	Laysan duck	365	365	28		3.8	1		26		500		12	576	wild	small	acceptable						445,576
00262	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	penelope	Eurasian wigeon	365	365	24		8					660		35.2	450	wild	medium	acceptable			2.8538	723		425,444,450,729
00263	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	platyrhynchos	Mallard	365	365	26		9	1		32.8		1048.1	0.12	29.1		unknown	medium	acceptable			4.068	1020		61,394,437,444,445,510,729,732
00264	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	querquedula	Garganey	365	365								326		14.7	450	wild	medium	acceptable						450,729,820
00265	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	rubripes	American black duck	365	365	28		9	1		32		998.7	0.084	26.6	972	wild	large	acceptable			3.6076	904		425,437,444,445,732,972
00266	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	strepera	Gadwall	240	240	26		10	1		35.6		791	0.115	28	972	unknown	medium	acceptable						437,444,445,450,732,972
00267	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	albifrons	Greater white-fronted goose	1095	1095	27		5	1		90.3		2681		47	445	captivity	medium	acceptable						437,444,445
00268	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	anser	Greylag goose	1095	1095								3308.5	0.104	31	575	captivity	large	high						543,575,729,732,820
00269	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	brachyrhynchus	Pink-footed goose	1095	1095								2645		40.9	450	wild	medium	acceptable						450,729,820
00270	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	fabalis	Bean goose	1095	1095	28		4					3348		25.6	450	wild	medium	acceptable						444,450,729
00271	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	affinis	Lesser scaup	365	365	24		10	1		30.8		787	0.091	18.3	576	wild	large	acceptable						444,445,576,732,1143
00272	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	americana	Redhead	365	365	26		13	1		37.6		1077.3	0.089	22.6	427	wild	large	acceptable						427,444,445,732
00273	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	collaris	Ring-necked duck	365	365	27		9	1		29.3		737		20.4	577	wild	large	acceptable						444,445,577
00274	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	ferina	Common pochard	365	365								823		23.2	450	wild	medium	acceptable						450,729,820
00275	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	fuligula	Tufted duck	365	365								701.5	0.144	45.2	450	wild	medium	acceptable						450,729,732,820
00276	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	marila	Greater scaup	365	365	26		9	1		46.3		928.5		22.1	576	wild	large	acceptable						444,445,576,729
00277	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	valisineria	Canvasback	240	240	24		9	1		44.7		1208.8	0.087	29.5	427	wild	large	acceptable						427,437,444,445,732
00278	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	bernicla	Brent goose	730	730	24		4	1		43.6		1163.2	0.08	28.8	450	wild	large	acceptable						444,445,450,729,732
00279	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	canadensis	Canada goose	730	730	26		5	1		85.5		3200	0.113	42		unknown	medium	acceptable						437,444,445,729,732
00280	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	hutchinsii	Cackling goose										1940.1		18.3	0427	wild	medium	acceptable						427,820
00281	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	leucopsis	Barnacle goose	730	730								1687		28.2	450	wild	medium	acceptable						450,729,820,1143,1170
00282	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	sandvicensis	Hawaiian goose	912	730	30		4	1		90.8		2150		42	445	wild	medium	acceptable						445,1143
00283	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala	albeola	Bufflehead	730	730	30		8	1		23.8		400		18.7	427	wild	medium	acceptable						427,438,445
00284	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala	clangula	Common goldeneye	730	730	30		10	1		38.1		895.86		18.4	427	wild	medium	acceptable	0.4					427,444,445,1143
00285	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala	islandica	Barrow's goldeneye	730	730	29		11	1				957.15		18	576	wild	medium	acceptable						444,445,576
00286	Animalia	Chordata	Aves	Anseriformes	Anatidae	Callonetta	leucophrys	Ringed teal	365	365								365.5				unknown	medium	low						820
00287	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cereopsis	novaehollandiae	Cape barren goose										3980		28.1	575	captivity	medium	acceptable						575,820
